"id","friendly","inviting","awesome","quirky","pleasant"
74,6.4061020890106,6.4061020890106,6.4061020890106,9.4061020890106,7.4061020890106
113,6.33057142974562,7.33057142974562,6.33057142974562,9.33057142974561,7.33057142974562
48,5.55065591925444,6.55065591925444,4.55065591925444,10,4.55065591925444
21,7.94473765232112,7.94473765232112,7.94473765232112,10,8.94473765232112
32,8.04909935186152,7.04909935186152,6.04909935186152,10,10
144,6.76724747144155,5.76724747144155,6.76724747144155,9.76724747144155,6.76724747144155
142,6.65605727392222,7.65605727392222,5.65605727392222,10,7.65605727392222
181,6.4205409092725,5.4205409092725,6.4205409092725,10,6.4205409092725
49,6.53763626782813,5.53763626782813,6.53763626782813,10,5.53763626782813
44,7.4182931831526,6.4182931831526,7.4182931831526,10,7.4182931831526
88,9.10865688604503,8.10865688604503,10,10,9.10865688604503
42,8.59181099629937,9.59181099629937,7.59181099629937,10,9.59181099629937
183,10,9.13507095412513,10,10,10
31,9.35783784496893,9.35783784496893,9.35783784496893,10,9.35783784496893
184,7.3743961520293,6.3743961520293,8.3743961520293,10,8.3743961520293
36,6.73574158118074,4.73574158118074,4.73574158118074,10,7.73574158118074
141,6.94451613493975,6.94451613493975,7.94451613493975,10,6.94451613493975
186,7.40054719680059,6.40054719680059,8.40054719680059,10,7.40054719680059
72,8.87220131397081,8.87220131397081,8.87220131397081,10,8.87220131397081
76,10,10,10,10,10
185,7.8695811483489,7.8695811483489,7.8695811483489,10,7.8695811483489
16,7.1579237329837,7.1579237329837,8.1579237329837,10,5.1579237329837
34,6.13482703473169,4.13482703473169,4.13482703473169,10,7.13482703473169
99,6.10787026161112,7.10787026161112,8.10787026161112,10,6.10787026161112
10,7.6149385931223,7.6149385931223,5.6149385931223,10,6.6149385931223
1,6.14792676004916,5.14792676004916,5.14792676004916,10,5.14792676004916
118,9.39285622010863,9.39285622010863,10,10,8.39285622010863
35,5.78452867540663,5.78452867540663,4.78452867540663,10,7.78452867540663
200,8.64151008918454,9.64151008918454,9.64151008918454,10,8.64151008918454
116,7.31848260076039,7.31848260076039,8.31848260076039,10,5.31848260076039
182,7.54214511407381,6.54214511407381,6.54214511407381,10,6.54214511407381
180,9.38468615575498,10,10,10,8.38468615575498
126,6.57996849169263,7.57996849169263,3.57996849169263,10,7.57996849169263
160,7.77476616998352,8.77476616998352,7.77476616998352,10,7.77476616998352
